item_id,Price,Name,Shopname,commentNum,start_time,end_time
22042025230,938.00,苹果（Apple） 新款2代真无线蓝牙耳机 支持ipad pro/3代有线充电款,APPLE翔合专卖店,28万+,2020-07-27 15:26:00,2020-07-27 15:26:00
61332713308,1566.00,APPLE苹果 新款 pro3代无线降噪蓝牙耳机支持ipad/3/苹果手机耳机 官方标配+液态硅胶套,科族数码专营店,2.9万+,2020-07-27 15:26:00,2020-07-27 15:26:00
52226423469,286.90,【真降噪三代Pro】慧多多 苹果真无线蓝牙耳机iPhone安卓运动双耳2半入耳式3代耳机华强北 【升级主动降噪】改名定位+入耳检测+秒弹窗+无线充,慧多多京东自营旗舰店,1.8万+,2020-07-27 15:26:00,2020-07-27 15:26:00
100006140352,99.00,OKSJ 苹果无线蓝牙耳机 iphone11/SE/8/7/xs/双耳迷你 运动入耳式华为小米vivo【5.0智能弹窗版】,OKSJ京东自营旗舰店,12万+,2020-07-27 15:26:01,2020-07-27 15:26:01
66696781144,1777.00,苹果（Apple） 新款 Pro 3代 真无线蓝牙耳机 国行 国行全新  Pro【主动降噪】,苹果百桔专卖店,100+,2020-07-27 15:26:01,2020-07-27 15:26:01
56126033149,759.00,【二手95新】Apple/苹果  Pro苹果蓝牙耳机 一代二代 二手无线 【2代】有线充电盒版（95新）全套,仰化二手电脑专营店,900+,2020-07-27 15:26:01,2020-07-27 15:26:01
33790068140,957.00,APPLE苹果 新款2代无线蓝牙耳机有线充电盒版（保护套套餐）支持平板pro/3,集合数码专营店,28万+,2020-07-27 15:26:02,2020-07-27 15:26:02
39992067700,1188.00,APPLE苹果 蓝牙耳机无线耳机 原装iPhoneX/8/7手机耳机 【2代】无线充电,APPLE聚石专卖店,14万+,2020-07-27 15:26:02,2020-07-27 15:26:02
69894524907,399.00,【二手99新】Apple 一代/二代/Pro三代  苹果无线蓝牙耳机 【 一代】【单耳机+充电仓】99新,闲至优品二手手机旗舰店,400+,2020-07-27 15:26:02,2020-07-27 15:26:02
64621820457,189.00,【二手99新】Apple 一代/二代/Pro三代  苹果无线蓝牙耳机 【 一代】单只左耳 99新（无仓）,闲至优品二手手机旗舰店,400+,2020-07-27 15:26:03,2020-07-27 15:26:03
100007230680,39.00,ESCASE 保护套1/2代 苹果无线蓝牙耳机套硅胶不沾灰2潮牌创意收纳盒 卡通精灵球,ESCASE京东自营旗舰店,9400+,2020-07-27 15:26:04,2020-07-27 15:26:04
69580640543,1568.00,苹果（Apple） Apple 二代苹果无线蓝牙耳机 2代新款H1芯片iPhone手机  pro 3代耳机,Apple无限专卖店,7000+,2020-07-27 15:26:04,2020-07-27 15:26:04
58004781931,35.00,WNS 保护套1/2代 苹果无线蓝牙耳机套硅胶apple微磨砂防滑防摔壳收纳盒 绿色爱心恐龙,唯诺思京东自营旗舰店,2600+,2020-07-27 15:26:04,2020-07-27 15:26:04
100010606592,12.90,KOOLIFE 苹果2/pro无线蓝牙运动耳机防丢绳 出行防脱落 吸附不滑落 白色,KOOLIFE京东自营旗舰店,300+,2020-07-27 15:26:04,2020-07-27 15:26:04
69650158285,2359.00,Apple 日本进口 2 新款无线蓝牙苹果耳机二代无线充电版 iphone蓝牙耳机无线 2配无线充电盒 【H1芯片】,五社海外专营店,1,2020-07-27 15:26:05,2020-07-27 15:26:05
100007494451,3999.00,【套装】Apple iPhone SE (A2298) 64GB 红色 移动联通电信4G手机,Apple产品京东自营旗舰店,17万+,2020-07-27 15:26:05,2020-07-27 15:26:05
67401121767,228.00,CAXITON 蓝牙耳机无线适用于苹果2代pro主动降噪运动入耳式重低音炮华强北 【顶配版1:1】入耳检测+改名定位+霍尔开关开盖连,CAXITON官方旗舰店,100+,2020-07-27 15:26:06,2020-07-27 15:26:06
66723396240,1588.00,Apple 苹果 pro 3代无线降噪蓝牙耳机支持ipad/3/苹果手机耳机 官方标配,APPLE牛凌专卖店,60+,2020-07-27 15:26:06,2020-07-27 15:26:06
71662467806,139.90,【 pros2顶配版】洛达1536U无线蓝牙耳机半入耳式运动双耳华强北iphone苹果 【洛达1536U】改名定位-入耳检测-翻盖秒弹窗,金骅洋旗舰店,10+,2020-07-27 15:26:06,2020-07-27 15:26:06
60596289844,1588.00,APPLE苹果  Pro主动降噪无线蓝牙耳机支持iPad Pro3代/3  Pro 套餐一：标配+保护套,集合数码专营店,7400+,2020-07-27 15:26:06,2020-07-27 15:26:06
53747385535,938.00,Apple 苹果新款2蓝牙无线耳机1/2代 适用ipad2代/iphone 2代 有线充电盒整机,慧凌数码专营店,1700+,2020-07-27 15:26:07,2020-07-27 15:26:07
44293302166,661.00,Apple 苹果原装 2无线蓝牙耳机二代 支持ipad/iphone支持ipad 适用于  的无线充电盒,坤蓬手机配件专营店,100+,2020-07-27 15:26:08,2020-07-27 15:26:08
